compound,created_at,source,text,user_location,user_name
0.0,Thu May 23 06:59:59 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @indiatvnews: #ResultswithRajatSharma #ElectionResults2019| #AmitShah leads in Gandhinagar by 3 lakh 27 thousand votes https://t.co/VZ9G…,,CHOKIDAR SANJAY SETH
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TheUnRealTimes: JUST IN: Pakistan declares that its air space will remain closed for another five years. #ElectionResults2019,,Priya Subramaniam
-0.0772,Thu May 23 06:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Bhopal ,Abhimanyu Abhi
0.0,Thu May 23 06:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ElectionResults2019

#PawanKalyan's JanaSena complete washout~

TN actors: https://t.co/r7eiGJeXbG",Follow Us On Insta - ,Troll Cinema ( TC )
-0.3818,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @tehseenp: ""Proof"" of #EVMs being manipulated is: VVPAT slips do not match the votes in the EVM or total votes in the EVM is actually di…","Agra, India",Rajeev Sharma
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @rpbreakingnews: Lok Sabha Election Results 2019 LIVE Update : #ResultsWithPatrika #ElectionResults2019  #LokSabhaElectionresults2019 ht…,Jaipur Rajasthan India,Lokesh kumawat
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gaand mein danda de, Na baans ki bansi na sone ka sariya.. Gaand mein danda de!! #ElectionResults2019",India,ABHI
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ElectionResultswithOneindia #ElectionResults2019 #LokSabhaElections2019 #Verdict2019 https://t.co/7Sm9BBEqKg,India,OneIndia
0.5267,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Pun_Starr: BJP is getting a thumping majority once again. Congrats to Modiji, Amit Shah, Zee, Republic, Times Now, ABP, Aaj Tak, Electi…","Jabalpur ,india",Sumit
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","India could not have never had her first election (from 25 October 1951 to 21 February 1952) if that historic list,… https://t.co/7uGN0zkxE0",India,The Better India
0.8999,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Amethi
It's been a great day, just hoping for one more win from @smritiirani ji.
#ElectionResults2019","Bengaluru, India",Supreeth
0.0,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MANJULtoons: #LokSabhaElection2019 #loksabhaElections2019results #Amethi #EVMs
My #cartoon for @firstpost
More: https://t.co/d7EQajd4JI…",India,Chowkidar Hemant Bhargava
0.0,Thu May 23 07:00:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BJP 290 and NDA 340 #ElectionResults2019 https://t.co/GksnPF07IK,"Goa, India",Dinar
-0.0258,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I seriously hope Rahul Gandhi loses in Amethi.I think he and his family needs a personal deep setback to realise ho… https://t.co/c9W9DXhV2l,India,Chowkidar Ananya Priyadarshi
-0.0772,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","New Delhi, India",akhil sahu
0.0,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @UrsVamsiShekar: Bhimavaram : 

After 3rd round , Pawan Kalyan is in 3rd place , ycp is leading    

Hindupuram : 
Nandamuri Balakrishna…","Hyderabad, India",Suresh Konatham
0.0,Thu May 23 07:00:01 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @the_hindu: #ResultswithTH | PM Narendra #Modi is leading in his constituency Varanasi against SP rival Shalini Yadav, with a margin of…",,Chowkidar Abhi Sonpal
0.5267,Thu May 23 07:00:01 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Pun_Starr: BJP is getting a thumping majority once again. Congrats to Modiji, Amit Shah, Zee, Republic, Times Now, ABP, Aaj Tak, Electi…",,Sandeep
0.0,Thu May 23 07:00:01 +0000 2019,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","Rahul ne sahi hi kaha tha ‘Ab Hoga NYAY’
Dekhlo, hogaya NYAY
#Verdict2019 #ElectionResults2019 
#ApnaModiAayega https://t.co/htsJmpDBCs",,V.
0.0,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hello Pappu Chamchaaas... Burnol Khareed lo... 

#ElectionResults2019",Bharat,Santosh Kamath
0.4767,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JAVED0909: #ElectionResults2019 Score card 23rd May 2019. Corrupt, entitlement dynasts and Opportunism of arithmetic - Clean bowled by…",kinshasa,Chowkidar Sambhaji Deshmukh
0.0,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#TDP is leading in 25 seats but in assembly #ElectionResults2019,"New Delhi, India",Dixit
0.5719,Thu May 23 07:00:02 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Battle2019 | Leads and wins at 12:30pm |
#ETMarkets #electionresults #electionresults2019 #electionresult… https://t.co/D5MExrBjS3",,ETMarkets
-0.7717,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stop lecturing and hatred against religion , open eyes and see around who promoted what .otherwise keep crying",,Theodore
0.0,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DoctorrSays: Meanwhile Sonia Gandhi
#ElectionResults2019 https://t.co/OyNHTdFevt",India,Random
0.6514,Thu May 23 07:00:02 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",It is time for a guy by name Rahul (of youth icon fame!) to really start floating his resume around :D #BJP… https://t.co/kNAEEWkYeQ,,Sagar Iyer
0.0,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RoflGandhi_: Neetu shattran aala azaad ummidwar.

#ElectionResults2019 https://t.co/u8q1L6ZY5U",Aasmaan Ke Neeche ,ALI
0.6115,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",If I was a Kent RO purifier salesman in Mathura. I would be a very happy man. #HemaMalini @KentPurifier #BJP #ElectionResults2019,Bombay,Vivek Viswanathan
0.5719,Thu May 23 07:00:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BREAKING news from Himachal Pradesh...
All 4 seat won by BJP
#ElectionResults2019
#ModiAaRahaHai",India,NaMo Again
0.0,Thu May 23 07:00:02 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#ResultsWithdailyaddaa | Celebrations outside BJP office in Kolkata. Bengal is looking at a saffron surge as the BJ… https://t.co/DFfJBpLqZC,New Delhi,DailyaddaaNews
0.0,Thu May 23 07:00:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @theskindoctor13: ""Rahul ji, hamne 500 Kg laddu manga liye the josh josh me. Half rate me le lo.""

""Arre hum kya karenge leke? Hamne bhi…",Pune,Moti Purohit
0.0,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nara Lokesh is trailing by 7400 votes till fourth round

#VerdictWithTimes 
#ElectionResults2019",,TOI Vijaywada
0.0,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @THEPAROTA: #Gajuwaka Assembly  ;

#PawanKalyan -9829(Janasena)  
#NagiReddyTippala -9642(YSRCP)  
#PallaSrinivasarao -8474(TDP)  

Powe…","Bengaluru, India",Prasad Pagadala
0.5859,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SirJadeja: Gautam Gambhir (BJP)  98,870
Arvinder Singh Lovely (INC) 48,881
Atishi Marlena(AAP)  34,435

#GautamGambhir leading by 64,00…","Bengaluru, Karnataka",Abhijeet Rajput
0.25,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Pun_Starr: According to trends, we can continue making Modi jokes for another 5 years. #ElectionResults2019","Jabalpur ,india",Sumit
-0.34,Thu May 23 07:00:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Babu_Bhaiyaa: Arnab is going crazy. Even after that if Narendra Modi doesn't take PM oath at Republic studio in front of Arnab.. it wil…,India,kundan kumar
0.4019,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you think you are smart enough then don't vote from next time
#ElectionResults2019",Antariksh,GOD
0.0,Thu May 23 07:00:03 +0000 2019,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>",RT GannuSG: Such a soulful rendition of sidsriram ... https://t.co/bfPrbvfiBz,,2OO9
0.0,Thu May 23 07:00:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AkshayKatariyaa: We Voted BJP for development
We Voted BJP for electricity
We Voted BJP because of their schemes
We Voted BJP because t…",,Sam
0.4019,Thu May 23 07:00:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @manakgupta: BJP makes a clean sweep in Delhi, Uttarakhand, Himachal, Gujarat, Rajasthan, Arunachal, Tripura #ElectionResults2019",India,Akshay Pradhan
0.5719,Thu May 23 07:00:04 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @moonstar4u: If #MamtaBanerjee and TMC  wins in 
#WestBengal again, she should remember that the common people didn’t choose her. TMC go…",,Smrutiranjan
-0.0772,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","Chennai, India",Chowkidar Shreyans jain
0.7783,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With a 62% vote share, the BJP has truly emerged as a multicultural party by succesfully managing to integrate vote… https://t.co/Bscq97u70X",India,Aaryan shah
0.8225,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In India there is a great saint who will bring peace in the whole world.
https://t.co/rTBDp4hDul
@TO
@RSherman_25… https://t.co/xB5yvizI4w","Bundi, Rajasthan,india",Junior Ji
-0.296,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ippatel: Naxali Kumar is at No. 3 in #begusarai.

#ElectionResults2019","Pune, India",Bhagwan Parge
0.0,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheUnRealTimes: JUST IN: Pakistan declares that its air space will remain closed for another five years. #ElectionResults2019,"Assam, India",Debanga Hazarika
0.6682,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AkshayKatariyaa: So looks like nothing will change now if you see the lead so this should be the final results hopefully 
Karnataka 
BJ…",United States,Chowkidar NaMo
0.0,Thu May 23 07:00:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sleepoholic_hun: #ElectionResults2019

series of events https://t.co/hCj1udFDw5","Jharkhand, India",harsh Kumar Singh
-0.4019,Thu May 23 07:00:05 +0000 2019,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","Lose Maxi Damen Strand Swing Halter 
#GG70 #ElectionResults2019 #Verfassung
https://t.co/mAyA3uP619",Deutschland,web-markt.de
0.0,Thu May 23 07:00:05 +0000 2019,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","Aayega to.....hi.???? #ElectionResults2019
#Amethi #ResultsOnAajTak
#ElectionsWithNews18 #ApnaModiAayega #Live #ElectionsWithTimes #BREAKING",,V.
0.0,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DeccanChronicle: All India Majlis-E-Ittehadul Muslimeen leader Asaduddin Owaisi leading with over 85,000 votes from Hyderabad Lok Sabha…",Latur ,Tamboli Ajaj
0.0,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @BahutHuaTamahsa: #ElectionResults2019 #IndianElections2019 my reaction after seeing the results https://t.co/tLLR2LFHP0,"Kohat, Pakistan",Umar Farooq Khattak
0.34,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @dna: #Live Updates of #LokSabhaElectionResults2019: NDA likely to cross 2014 tally, making gains in Bengal, Odisha

#ElectionResults201…",Twitter,dr ravish bhardwaj
0.0,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ElectionResults2019
#LokSabhaElections2019 
#CountingDay 
#ResultDay 

LEADING

#WestBengal

#TMC- 23

#NDA -18

#UPA - 1

#OTH -0",INDIA,AKHIL R KRISHNAN
0.4019,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","other parties right now 
#ModiAaRahaHai #ElectionResults2019 https://t.co/kPzXOnrr7A",Bangalore,Vinita Tanwani
0.7531,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Now I can RT this with confidence :P  @TheAhmedShariff  #ElectionResults2019 #Verdict2019,India,Anusha Ravindranath
0.0,Thu May 23 07:00:05 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @DailyO_: .@PiyaSrijana decodes #ElectionResults2019 with @gauravcsawant | https://t.co/OxRO6vGKtQ https://t.co/ArcB53yr60,India,India Today
0.3197,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1230 PM : It is now almost clear that @INCIndia will not get LOP position in Lok Sabha even this time. #Verdict2019… https://t.co/bDb3bvsy51,"Mumbai, India",Abhijit Talukdar
0.3804,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The loss for TDP IN this election in Andhra the absolutely responsible person is mr @ncbn he made huge blunder mist… https://t.co/UDtMfwIICv,hyderabad,KVS
0.5994,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dhaval241086: Blockbuster Six Sixes By @narendramodi in #ElectionResults2019 https://t.co/tdP7sTF8h0,,Jaikumar Jadhav
0.2732,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @realSonuNigam: Now it is certain that Modi is coming again. India will now be the wave of development again. And maybe some secular gan…,,Kiran C. Hiremath
0.6909,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @advocatearuldev: TODAY ITS COMING TRUE !!!!

#ElectionResults2019 #LokSabhaElections2019 #GobackModi https://t.co/tkOHRLb0R9",Chennai,White Bald Eagle
0.0,Thu May 23 07:00:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#ElectionResults2019 #delhi #Aap @delhichatter @Atheist_Krishna @TajinderBagga https://t.co/D3v2l5TR0R,Nagpur,Pritesh Telang
-0.5106,Thu May 23 07:00:06 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",This is a time for opposition to review and analysis because they failed in understanding the trend and forming the… https://t.co/bZzpA1WDnj,Nagpur,Vaibhav Meshram
0.296,Thu May 23 07:00:06 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SirJadeja: Amit Shah leading with 2,84,762 votes in Gandhinagar, Gujarat with 73% vote share.  #Verdict2019 #ElectionResults2019",Pune,Moti Purohit
0.128,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thewire_in: UP #ElectionResults2019 | In the Gandhi family stronghold of Amethi, Congress president Rahul Gandhi is behind BJP Union mi…",,Chowkidar 1857
0.0,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AdvancedMaushi: BJP just took a bamboo dipped it into sulphuric acid, with nails on very inch of it &amp; shoved it right up the intellectu…",Canada/Delhi,S.
0.0,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RahulReply: #ElectionResults2019 https://t.co/9cymSW3tB3,"Surat, India",ashish patanvadiya
0.624,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @_sirji_: Irony is..

UPA performing good in Republic TV
&amp;
NDA performing very well in NDTV..

(Not expected this kind of start)
#Electi…",AMRITSAR,SMILE
0.0772,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MODIfiedVikas: Rahul gandhi is losing in 96% seats in which he has done rallies. Priyanka  better with 89% #ElectionResults2019,"Pune, India",Chowkidar Lazy Lion
0.2732,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Bengal BJP. Well done. You deserve this victory.,Bangalore,Chowkidar RavindraReddy.L
0.1531,Thu May 23 07:00:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SirJadeja: PM Narendra Modi's mother Heeraben Modi greets the media and people gathered outside her residence in Gandhinagar to congrat…,somecity,Shishir
0.8555,Thu May 23 07:00:08 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Babu_Bhaiyaa: Now when Sunny Deol sahab has won the election, I hope he'll be made Lok shabha speaker. Can't wait to see the moment whe…","Mumbai, India",Shandilya Dixit
0.0,Thu May 23 07:00:08 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @iShantanuS: Itni seats koi paise, dhaandli aur dhoke se jeet sakta. Voters ko mat koso, woh waise bhi Twitter pe nahin hain. #ElectionR…",Ek Akela Is Shehar Main,samar khan
0.7964,Thu May 23 07:00:08 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Congratulations to Shri @RahulGandhi, you have once again successfully campaigned for @BJP4India n brought them bac… https://t.co/fNbgAOK2Dh",India,Kuldeep
0.0,Thu May 23 07:00:08 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BJP to hold parliamentary board meeting at 5.30 pm at party's Delhi headquarters.
Live Updates:… https://t.co/EH74HpUiA7",Saket,Vidhu Singh
0.0,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Former Prime Minister and #Janata_Dal_Secular (JD-S) candidate H.D. #Deve_Gowda and #Congress leader… https://t.co/mBYrPHHmR2,"Hyderabad, India",Y This News
0.0,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sleepoholic_hun: #ElectionResults2019

series of events https://t.co/hCj1udFDw5",,Arushi didn't
0.5267,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Pun_Starr: BJP is getting a thumping majority once again. Congrats to Modiji, Amit Shah, Zee, Republic, Times Now, ABP, Aaj Tak, Electi…",Toronto/Bengaluru,Canadian Yeti Ji
-0.0258,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @YuvaIndianWritr: I seriously hope Rahul Gandhi loses in Amethi.I think he and his family needs a personal deep setback to realise how h…,,Raji Iyer
0.2023,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Around 15 to 20 lakh voters would have voted for #MNM #MakkalNeedhiMaiam
A significant effort from @maiamofficial
M… https://t.co/xenMFelJg2",Singapore,Suresh Surendran
0.0,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#ElectionsWithHT | For LIVE updates, go to https://t.co/hqQSki3MNe  

#ResultsWithHT #Verdict2019… https://t.co/7U0ksIP9aD",India,Hindustan Times
0.5859,Thu May 23 07:00:10 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: Gautam Gambhir (BJP)  98,870
Arvinder Singh Lovely (INC) 48,881
Atishi Marlena(AAP)  34,435

#GautamGambhir leading by 64,00…",,Anil Kumar
0.7717,Thu May 23 07:00:10 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EconomicTimes: #YSRCP president YS Jagan Mohan Reddy in a jubilant mood with party general secy and Rajya Sabha member Vijaya Sai Reddy…,India,Jr ntr
0.6486,Thu May 23 07:00:10 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Do you think that the beneficiaries of Modi's scheme like Ujjwala, Shauchalay, Home, Ayushman etc have voted for hi… https://t.co/wW0cQYHb9W",Jodhpur,Radhey Shyam Sharma
0.1531,Thu May 23 07:00:10 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DDNational: PM @narendramodi's mother greets the media outside her residence in #Gujarat
#ResultsWithDD #ElectionResults2019 #Verdict20…","Noida, Uttar Pradesh",anil goel
-0.2411,Thu May 23 07:00:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","So,#IndiaTodayAxisPoll predictions r spot on despite of huge backlash.
@rahulkanwal n @sardesairajdeep will not req… https://t.co/ltJ7yvZkhx","Pune, India",Abhishek Shukla
0.7184,Thu May 23 07:00:10 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sanjukta: Ask yourself, did u defend the opposition, or did u spend 5 years in cheering for ruling party and flogging opposition, point…",,Manka
0.5106,Thu May 23 07:00:10 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @sureshpprabhu: The results which are swinging to one side by a huge margin speaks volumes of Shri @narendramodi ji's vision, reforms ro…",,Idea Of Bharat
-0.5994,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @imMAK02: Atishi is losing from East Delhi and terrorist Pragya is winning from Bhopal. 

Which section of the society voted for terrori…","Bailiwick of Jersey, United Kingdom",George Alias
-0.3818,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Neck and neck fight between Rahul Gandhi, Smriti Irani in Amethi https://t.co/WGURNHS2hO… https://t.co/xwf74Jz3AW","Kozhikode, Kerala",Mathrubhumi
0.8221,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ABHINAVsr: Most fantastic #ElectionResults2019 analysis by @rahulkanwal and @sardesairajdeep  . Such a logicaly and perfect picture rep…,"Guwahati,india",Biswajoy bhattacharjee
0.0,Thu May 23 07:00:11 +0000 2019,"<a href=""https://github.com/mariotaku/twidere/"" rel=""nofollow"">Twidere for Android #7</a>",RT @karunanundy: With Hindus and Muslims and Dalits and all those who believe in a developed India for all us Indians. #ElectionResults2019…,"Mangalore, India",Sandeep
-0.0772,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",delhi,Awadhesh chaturvedi
0.6492,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ElectionResults2019 
@ArvindKejriwal sir don't worry of the results...
Keep doing good work for the common men of… https://t.co/zcEYEFVgde","New Delhi, India",deepak pande
0.0,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Who will replace @RahulGandhi as @INCIndia president? #ElectionResults2019 #Verdict2019,"Chandigarh, India",Arash
0.4019,Thu May 23 07:00:10 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ElectionResults2019 ,#Delhi 
Delhi mai BJP ka clean sweap https://t.co/cj9yYiRULP",sultanpur up(india),Chowkidar Shubham Dubey
0.926,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SadhguruJV: Humility in Victory and Gracefulness in Defeat is the mark of great men. It takes great men to build a Great Nation. -Sg #E…,Bangalore,Karina Shah
-0.0772,Thu May 23 07:00:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Ahemedabad,Devanshu Lavaniya
0.1531,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SirJadeja: PM Narendra Modi's mother Heeraben Modi greets the media and people gathered outside her residence in Gandhinagar to congrat…,junagadh,virat thaker
