compound,created_at,source,text,user_location,user_name
0.25,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Most of the time I disagree with you. In this tweet I strongly agree.,Bangalore,Arbind Choubey
0.4754,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AlokKNMishraTOI: Aam Aadmi Party's @raghav_chadha has so far turned out to be more popular in South Delhi than international boxer @box…,"New Delhi, India",TOI Delhi
0.0772,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MODIfiedVikas: Rahul gandhi is losing in 96% seats in which he has done rallies. Priyanka  better with 89% #ElectionResults2019,,CHOWKIDAR Dg
0.0,Thu May 23 06:59:45 +0000 2019,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",The latest The #EssentialPaw Daily! https://t.co/sxJvXASNWE #resultsonindiatoday #electionresults2019,"Edison, 08837",Dog Lover
0.0,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dharna against Arnab or Yoga,High Seas ,Rao Lalsingh
0.5994,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#ResultsWithNDTV | ""Congratulations for resounding victory in Assembly election"": Trinamool Congress congratulates… https://t.co/juiqjTp2su",India,NDTV
0.0,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @airnewsalerts: In Uttar Pradesh, Maneka Gandhi is leading by over 700 votes from Sultanpur.

#ElectionResults2019 | #ResultsWithAIR htt…","Jaipur, India",Bablu Devanda
0.0,Thu May 23 06:59:45 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @IAMGURPREET1991: #ElectionResults2019
#ApnaModiAayega #ModiAaRahaHai https://t.co/yPhBGpQJsm",Mumbai,Sindhian
0.0,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @theskindoctor13: ""Rahul ji, hamne 500 Kg laddu manga liye the josh josh me. Half rate me le lo.""

""Arre hum kya karenge leke? Hamne bhi…",INDIA,Jinks
0.0,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ArunDeshpande20: #ElectionResults2019 #LokSabhaElections2019 #ModiSweep #ModiPhirSe https://t.co/0NB5frDknL,India,Arun
0.3612,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Funnyrudh_: #ElectionResults2019 

The PM who was promised. https://t.co/DBdH0REFaI","Udaipur, Rajasthan",harshit ratnoo
0.0,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @keyakahe: Picture of Bengal:
Asansol leading by 69082
Hooghly leading by 58826
Alipurduar leading by 69440
Bangaon leading by 25794
Ban…","ranchi ,Jharkhand, India",chowkidar Raja Chowdhury
-0.1027,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ban Evms save democracy #ElectionResults2019,India ,Sal
0.7246,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chetan_bhagat: For the opposition. Don't blame EVMs. Blame yourself. Look within and see what happened honestly. We all know who is res…,"Shahpur Patori, Bihar-848504",Shashank Shekhar
0.0,Thu May 23 06:59:46 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SadhviPragya19: Today is the D Day and before the final counting begins, let's settle it once and for all here on Twitter
RT for @naren…","Shillong,Meghalaya,India",Jordan Pariat
-0.0772,Thu May 23 06:59:47 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","All the Muslims have voted for gunda Muslim in Ghazipur,
to defeat clean bjp candidate who has done so much of work… https://t.co/lQuTLPvr0y",Modi haters are rapists.(CI),EVERY modi hater IS a RAPIST. No exceptions
0.0,Thu May 23 06:59:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ikpsgill1: #ElectionResults2019 #ModiAaRahaHai https://t.co/4RBKhcGyli,Hyderabad,Ven...
-0.5994,Thu May 23 06:59:47 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SupariMan_: Welcome to India, where educated fools choose hate over development, Godse over Gandhi.
#ElectionResults2019","Noida, India",Nupur Sharma
0.0,Thu May 23 06:59:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#ElectionResults2019 #ModiAaGaya https://t.co/ZYcHO8T1tM, India,Sunita Pareek
0.0,Thu May 23 06:59:47 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TOIBhubaneswar: BJD heavyweight Pranab Prakash Das leading from Jajpur assembly seat by 2260 votes #VerdictWithTimes #ElectionResults20…,,Gyanendra Moharana
0.0,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EconomicTimes: #WestBengal: (42/42)
» TMC 23
» BJP 17
» Congress 1 
» Others 1 
#ElectionResults2019 #LIVE #Updates: https://t.co/KQStV…","Firozabad, India",yogesh pratap singh baghel
0.0,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#India 
 #Pakistan",,S  kb
0.9001,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ANI: #ElectionResults2019: Bharatiya Janata Party supporters in Australia's Sydney and Melbourne celebrate as trends show party leading…,"Mumbai, India",ekraajsr
-0.0772,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","Pune, India",Chowkidar Gurunanjeshwar
0.0,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Khichr bhade desh me aaj ek bar phir kamal ka phool khil gya.

#ElectionResults2019 
#ModiAaGaya",,Rk
0.0,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @theskindoctor13: ""Rahul ji, hamne 500 Kg laddu manga liye the josh josh me. Half rate me le lo.""

""Arre hum kya karenge leke? Hamne bhi…",Kuwait,Babulal Swami
0.0,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @IndianExpress: Sonia Gandhi leads by 37,000 votes in Rae Bareli in Uttar Pradesh. 

LIVE updates of #ElectionResults2019 in UP here:  h…","Paris, Milan (Personal account)",Silvia S. Castello.eu
0.8519,Thu May 23 06:59:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Felicitations to PM @narendramodi on his victory. Best wishes &amp; blessings for a new chapter.#ElectionResults2019,Sri Lanka,Namal Rajapaksa
0.0,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @viratchirania: This meme is timeless! 
Kal bhi Aaj bhi aur aage bhi!! This is called consistency!! 

#Respect
#ElectionResults2019 http…",,bhakti mehta
0.0,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The real game will start in 2020 when BJP will have a majority in the Rajya Sabha. #ElectionResults2019 #LokSabhaElections2019,"Melbourne, Victoria",Pavan Gururajan
0.4767,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @abhi_mashetty: He wud have been proud had he been here @BJPLive @narendramodi #ElectionResults2019 https://t.co/37H9UAKuPQ,"Bangalore, India",Yogesh Achari
-0.6604,Thu May 23 06:59:49 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TheKhbri: Opposition didn’t have any leader to face Modi neither good topics to debate on. 

Accept the defeat &amp; stop questioning EVM.…","Mumbai, Maharashtra ",Radhika K
0.4019,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clean Sweep by #BJP4India
Gujarat      26/26
Delhi           7/7
Haryana      9/10
Rajasthan   25/25
MP… https://t.co/IEq0kEC3qW",India,The Goan Prof
0.7261,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @vikramsampath: The lotus blooms again n HOW ! Despite all the negative campaign india reposes its overwhelming faith in PM @narendramod…,Pune,chowkidar Shardul
0.0,Thu May 23 06:59:49 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#ResultswithTH | PM Narendra #Modi is leading in his constituency Varanasi against SP rival Shalini Yadav, with a m… https://t.co/iSPI6b6gS3","Chennai, India",The Hindu
0.0,Thu May 23 06:59:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Modi Again ! #ElectionResults2019,"Crailsheim, Baden-Württemberg",Shahez
0.7579,Thu May 23 06:59:50 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Musanghism: Thank you majority of India, for restoring my faith in your bigotry. #ElectionResults2019","From Kozhikode , India",Abdulla Kottappalli
-0.3182,Thu May 23 06:59:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",If Congress has some spine left they should kick out Gandhi's as they are curse as well as burden for the grand old… https://t.co/U4QZ2q6zD5,New Delhi,Chawkidar Hitesh Valecha
0.5267,Thu May 23 06:59:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Pun_Starr: BJP is getting a thumping majority once again. Congrats to Modiji, Amit Shah, Zee, Republic, Times Now, ABP, Aaj Tak, Electi…",South Africa,Saj.
0.7579,Thu May 23 06:59:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @laxmanshastri: Some super surprises:
Rita B Joshi (fmr inc) wins on bjp tkt in Prayag
Sadhvi beating Digvjy in Bhopal
Dr Vikhepatil (bj…","Ahmadabad City, India",Pratin Sharma
0.9382,Thu May 23 06:59:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @shruttitandon: Congratulations @BJP4India @narendramodi now that BJP is winning,

We Hope all that #BJP has promised is fulfilled speci…",Mumbai.,Abhishek Ajay Deshpande.
0.0,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Will Nikhil Kumaraswamy officially answers the question ""Nikhil Yellidiyappa"" after the election results. #ElectionResults2019","Bhadravati, India",Abhi
0.0,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SuryahSG: So, UPA - 93 in 29 States &amp; 7 UTs. 

Wait, 57 of those 93 from just 2 states Tamil Nadu &amp; Kerala.

#ElectionResults2019",,RC/CR
0.7003,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @shrushtispeaks: Proud of India, you voted for the right man and the right party. Modiji let his work do the talking. This is a lesson t…",,Chowkidar Rohit Paswan
0.7003,Thu May 23 06:59:51 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","It's good sign in UP at least people now start thinking beyond cast politics, hope Maya-Akhilesh  now at least thin… https://t.co/ewp194SQqY",,Chowkidar Mahendra Parihar
0.6399,Thu May 23 06:59:51 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WOW. 25/25 MP seats to YSRCP in Andhra. This is a shocker! #ElectionResults2019,Bangalore,Amarendra Bandla
-0.0772,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",India,cricanatics
0.0,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Remain #EUelections2019 #ElectionResults2019,Brighton,Andrew Coppard
0.4019,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @manakgupta: BJP makes a clean sweep in Delhi, Uttarakhand, Himachal, Gujarat, Rajasthan, Arunachal, Tripura #ElectionResults2019",India,Random
0.0,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Its #ModiSunami ...... #ElectionResults2019,In My Father's House,chirag khetan
0.3506,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheTweetOfGod: Congratulations India on completing the largest election in human history. 
Obviously you're not My territory, but I hea…","Bengaluru, India",Manal Farooquee
0.6136,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ursniresh: We hope that #BJP will work towards development &amp; employment in coming 5 years and will not repeat its mistakes.

#ElectionR…",Mars,Vedantinho
0.3832,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IndiaToday: I am overwhelmed with the kind of support that I have received in the constituency, says @Tejasvi_Surya, BJP candidate, Ben…","Bagalkot, Karnataka",Prerana R Zingade
-0.0772,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","Bengaluru South, India",Abhishek GP
-0.4939,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It seems damage has been done by Vanchit factor.
In Maharashtra Assembly elections it is now a must alliance INC, N… https://t.co/7KgbWyEFAt","Pune, India",LOKAYAT
0.0,Thu May 23 06:59:52 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @the_hindu: #ResultswithTH | The BJP-led NDA leads with a considerable margin of 315 seats of the total 542 LS seats. #Verdict2019 #Elec…,India,Rajat Talreja
0.0,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @naziamajid1: Dua Karo  bhai..apna desh Bachh jaaye bas https://t.co/KyEFCWEM7d,"Rajkot, India",Vidya
-0.3404,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Socrates comes to mind! voting in an election is a skill, not a random intuition like any skill, it needs to b taug… https://t.co/8yb7CLOxk4",Holyland,Sarosh
-0.5994,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @imMAK02: Atishi is losing from East Delhi and terrorist Pragya is winning from Bhopal. 

Which section of the society voted for terrori…",Bangalore,SilentWarrior
0.0,Thu May 23 06:59:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Slip Of Tongue #ElectionResults2019 https://t.co/UBIiaaTbQI,,Kunal Pradhan
0.0,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@rahulkanwal @sardesairajdeep @PradeepGuptaAMI hats off to you guys. 100% accurate exit polls. Never saw such kind… https://t.co/sQ0HkwPGXN,,Manohar Manche
0.0,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ArnabGoswamiRtv: Modi 2.0 is a reality now
#ModiAaRahaHai
#ElectionResults2019 
#Verdict2019","Allahabad, India",Kirti Srivastava
0.0,Thu May 23 06:59:53 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Atheist_Krishna: #ElectionResults2019 https://t.co/srpWoyj0Wk,United States,Vikas
0.6369,Thu May 23 06:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",All opposition parties reaction after seeing trends b like #ElectionResults2019 https://t.co/8aGoXmOLgJ,,ravindra murdeshwar
0.0,Thu May 23 06:59:52 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#republictv #LokSabhaElections2019 #sunny leone #Verdict2019 #ElectionResults2019 https://t.co/2Wy9njDiOQ,"Delhi, India",Ritik Chandel
0.0,Thu May 23 06:59:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ECISVEEP: As per current trends available for all the 542 constituencies, BJP is leading in 288 while INC is leading in 51, DMK in 22,…","Dal, Nigeria",Ubaid Wani
0.0,Thu May 23 06:59:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Anirudh_Astro: I was trying to remove the Retweet of these 2 tweets but instead of removing RT, I ended up deleting both the tweets. I…",,Manish S Nandal
0.2732,Thu May 23 06:59:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @realSonuNigam: Now it is certain that Modi is coming again. India will now be the wave of development again. And maybe some secular gan…,,Deepak Giri
0.0,Thu May 23 06:59:53 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#APElections2019
#APElectionResults2019
#ElectionResults2019
#Verdict2019
#JSP #TDP #YCP
#LoksabhaElections2019 https://t.co/JIdmiZYHBQ","Vizag, INDIA",Uttarandhra Now!
-0.1779,Thu May 23 06:59:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SwamiGeetika: The Gandhi dynasty had fooled the people of Amethi for years and years selling them the empty dreams, this time people of…",Kannur,Viknesh P S
-0.0772,Thu May 23 06:59:54 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he… https://t.co/7V6cP8m329",NOIDA,Prasoon
0.0,Thu May 23 06:59:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#ElectionResults2019 .. Prophecy !,Lucknow,Aman kumar
0.0,Thu May 23 06:59:54 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @anuraag_saxena: Whoa! This is a BIG message. https://t.co/3AkwYuQhJ8,Bharat | Malaysia | Singapore,Hemant Prasad
0.0,Thu May 23 06:59:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheUnRealTimes: JUST IN: Pakistan declares that its air space will remain closed for another five years. #ElectionResults2019,Mumbai,Chowkidar Pradyumn Grover
0.0,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mr. @narendramodi_in and @BJP4India this is not just a #MANDATE it's a responsibility that we illiterate Indians (a… https://t.co/FY0EJrTwEq,,Chetan Vishwasrao
0.1779,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirAiyar: Hafeez Saeed Lost his Election in Pakistan. 

Sadhvi Pragya won her Election in India. 

Seriously it's a new India....

#Ele…","Indian Heights, IN",A B
0.0,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheUnRealTimes: JUST IN: Pakistan declares that its air space will remain closed for another five years. #ElectionResults2019,"Mumbai, India",vinod sharma
0.0,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RaaviNtr: Minister Kodali Nani Leading in Gudivada with 5380 votes #ElectionResults2019,"Phoenix, AZ",Mohan Reddy
0.0,Thu May 23 06:59:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @RoflGandhi_: Neetu shattran aala azaad ummidwar.

#ElectionResults2019 https://t.co/u8q1L6ZY5U",,Ahad Sheikh
0.0231,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I was scared that Rahul Gandhi's gimmick of 72K will go in their favour... but now really happy ppl hv rejected his… https://t.co/jjjQ7vrX0m,Error. Pls chk network setting,Mr. Naik
0.5267,Thu May 23 06:59:55 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Troll_Tollywood: Main reasons for loosing elections

Congress - Rahul gandhi
Tdp - Visionary Nara Lokesh
Janasena - Elections time lo k…","Nellore, India",Steve Rogers
0.5106,Thu May 23 06:59:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sureshpprabhu: The results which are swinging to one side by a huge margin speaks volumes of Shri @narendramodi ji's vision, reforms ro…","Lucknow, India",Chowkidar Satyam Singh
0.1531,Thu May 23 06:59:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SirJadeja: PM Narendra Modi's mother Heeraben Modi greets the media and people gathered outside her residence in Gandhinagar to congrat…,"Mars, Jupiter",Awara Hu
0.4199,Thu May 23 06:59:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AtharParvaiz: #ElectionResults2019 
It looks like a referendum on two-nation theory after 72 years!",,S  kb
0.5267,Thu May 23 06:59:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ddnews_jammu: Counting process going on  peacefully in Udhampur constituency counting centre at #kathua .

#JammuAndKashmir #result2019…",,Arpan Singh
0.4215,Thu May 23 06:59:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ArpitC13: @BJP4India in Delhi leading all seats by 7/7 ..,., Counting still in progress. @ManojTiwariMP ji leading with more than 1.35…",Parallel Universe.,Kaushal Popat
0.926,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SadhguruJV: Humility in Victory and Gracefulness in Defeat is the mark of great men. It takes great men to build a Great Nation. -Sg #E…,"Mumbai, India",Rahul Mishra
0.0,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RoflGandhi_: Neetu shattran aala azaad ummidwar.

#ElectionResults2019 https://t.co/u8q1L6ZY5U",,Sarthak
0.0,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TendulkarAnand: @SunnyLeone @Itzcrazeyboy https://t.co/w3CDcinBjb,"Durgapur, India",SHYAMLAL
-0.0772,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Winterfell,AmAn
-0.2732,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hey Prabho, stop worrying so much for Modi. Take care of your anxiety and BP.",India,Chowkidar Oddvani
0.0,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ModiAaGaya petrol k price badhane gareebo ko pareshaan karne
#ElectionResults2019",Gotham,Farazzz!
0.1531,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pradeep Gupta, Axis My India getting all emotional because his numbers were proven right after he was called a Dala… https://t.co/OSHIqlSz6Q",Gurgaon,Alka-line
0.0,Thu May 23 06:59:57 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Remember, it's not the man with the right surname but the hermit who finally becomes the king. 

#GameOfThrones… https://t.co/FNYFVmLsEO",,This Posable
0.0,Thu May 23 06:59:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bidar : BJP's Bhagavanth Khuba leading by 43744 votes against Khandre.#ElectionResults2019
 #VerdictWithTimes #LokSabhaElections2019",,Basavaraj Kattimani
0.0,Thu May 23 06:59:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DoctorrSays: Meanwhile Sonia Gandhi
#ElectionResults2019 https://t.co/OyNHTdFevt",Chennai,Neel Patel
-0.34,Thu May 23 06:59:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Babu_Bhaiyaa: The biggest thing of 2019 election has just happened. Rajdeep Sardesai ji asked Rahul Gandhi to resign. Aaj ye ghar jaake…,"Rajasthan, India",Pradeep sarswat
0.4019,Thu May 23 06:59:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @manakgupta: BJP makes a clean sweep in Delhi, Uttarakhand, Himachal, Gujarat, Rajasthan, Arunachal, Tripura #ElectionResults2019",,Mansoor A. Chauhan
0.8934,Thu May 23 06:59:58 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ElectionResults2019 congress won a free hit when they won 3 states just 6 months before elections and instead of c… https://t.co/gYEA0pDT6Y,,Suraj Ajila
-0.6124,Thu May 23 06:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @hndustanihumor: #ElectionResults2019
BJP : I'm fighting for 350 seats

Congress : I'm fighting for 120 seats

Kejriwal : https://t.co/Z…",,Chowkidar JAYANTH SAGAR
0.504,Thu May 23 06:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Where are all the  dynastic supporters??   #ElectionResults2019,Earth One,TheSimracingGuy
0.5994,Thu May 23 06:59:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dhaval241086: Blockbuster Six Sixes By @narendramodi in #ElectionResults2019 https://t.co/tdP7sTF8h0,"Ahmadabad City, Gujarat",Suresh Prazapati
